IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls,DateTime
001145-03012019,03-Jan-19,2019,08:12:53,8,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,IG1,0,22302601,E09000026,REDBRIDGE,Redbridge,E05011246,ILFORD TOWN,ILFORD TOWN,,,544350,187250,,,London,Ilford,244,Ilford,,,1,2,3,5,1665,1,03-01-2019 08:12
001177-03012019,03-Jan-19,2019,11:02:28,11,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,CR8 2ER,CR8,2.00001E+11,20502437,E09000008,CROYDON,Croydon,E05011476,PURLEY & WOODCOTE,PURLEY & WOODCOTE,531511,160627,531550,160650,51.3295452,-0.113741323,London,Purley,308,Purley,,,1,1,1,1,333,1,03-01-2019 11:02
001180-03012019,03-Jan-19,2019,11:10:06,11,Fire,Primary Fire,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,BR5,0,20300913,E09000006,BROMLEY,Bromley,E05000114,CRAY VALLEY EAST,CRAY VALLEY EAST,,,546950,167150,,,London,Orpington,282,Orpington,462,Orpington,1,2,2,1,333,1,03-01-2019 11:10
001213-03012019,03-Jan-19,2019,13:15:58,13,Fire,Primary Fire,,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,N11 1BT,N11,200121890,20702023,E09000003,BARNET,Barnet,E05000043,BRUNSWICK PARK,BRUNSWICK PARK,529130,193008,529150,193050,51.62109774,-0.136070877,London,Southgate,221,Southgate,,,1,1,1,1,333,8,03-01-2019 13:15
001236-03012019,03-Jan-19,2019,13:47:27,13,Fire,Secondary Fire,,Outdoor Structure,Wheelie bin (domestic size),In street outside gazetteer location,N1 1RL,N1,5300094880,21606199,E09000019,ISLINGTON,Islington,E05000379,ST. MARY'S,ST. MARY'S,531622,184413,531650,184450,51.54328242,-0.103322225,London,Islington,285,Islington,,,1,1,1,1,333,2,03-01-2019 13:47
001238-03012019,03-Jan-19,2019,13:48:43,13,Fire,Secondary Fire,,Outdoor,Loose refuse ,On land associated with building,N1 5ER,N1,10008306019,20900383,E09000012,HACKNEY,Hackney,E05009371,DE BEAUVOIR,DE BEAUVOIR,533403,184111,533450,184150,51.54015048,-0.077769931,London,Shoreditch,286,Shoreditch,,,1,1,1,1,333,2,03-01-2019 13:48
001244-03012019,03-Jan-19,2019,14:07:14,14,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,N20,0,20043100,E09000003,BARNET,Barnet,E05000059,TOTTERIDGE,TOTTERIDGE,,,524950,193950,,,London,Barnet,383,Barnet,12,Finchley,4,5,40,164,54612,3,03-01-2019 14:07
001249-03012019,03-Jan-19,2019,14:27:13,14,Fire,Primary Fire,,Road Vehicle,Van ,In street close to gazetteer location,KT9 2NQ,KT9,128031034,21800599,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05000405,CHESSINGTON SOUTH,CHESSINGTON SOUTH,517175,161332,517150,161350,51.33901131,-0.319180501,London,Surbiton,620,Surbiton,,,1,1,1,2,666,3,03-01-2019 14:27
001258-03012019,03-Jan-19,2019,14:45:53,14,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,N16,0,20901699,E09000012,HACKNEY,Hackney,E05009369,CLISSOLD,CLISSOLD,,,532750,186850,,,London,Stoke Newington,203,Stoke Newington,220,Stoke Newington,2,3,3,2,666,1,03-01-2019 14:45
001292-03012019,03-Jan-19,2019,16:10:36,16,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,Correct incident location,SE1 3QX,SE1,10094086322,22502357,E09000028,SOUTHWARK,Southwark,E05011104,LONDON BRIDGE & WEST BERMONDSEY,LONDON BRIDGE & WEST BERMONDSEY,532944,180145,532950,180150,51.5046182,-0.0858674,London,Dockhead,271,Dowgate,,,1,1,1,1,333,2,03-01-2019 16:10
001312-03012019,03-Jan-19,2019,17:04:46,17,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,WC2R 0AB,WC2R,10033612335,8401576,E09000033,WESTMINSTER,Westminster,E05000644,ST. JAMES'S,ST. JAMES'S,530526,180767,530550,180750,51.51076616,-0.120457202,London,Soho,300,Soho,,,1,1,1,1,333,1,03-01-2019 17:04
001319-03012019,03-Jan-19,2019,17:23:04,17,Fire,Primary Fire,,Road Vehicle,Motorcycle ,On land associated with building,NW10 4JP,NW10,10091061992,20201560,E09000005,BRENT,Brent,E05000091,HARLESDEN,HARLESDEN,521602,183568,521650,183550,51.53792916,-0.248026845,London,Willesden,277,Park Royal,,,1,1,1,1,333,13,03-01-2019 17:23
001334-03012019,03-Jan-19,2019,17:29:23,17,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,N18 1PL,N18,207055227,20704735,E09000010,ENFIELD,Enfield,E05000201,HASELBURY,HASELBURY,533176,192604,533150,192650,51.61652377,-0.077821263,London,Edmonton,366,Edmonton,,,1,1,1,1,333,1,03-01-2019 17:29
001341-03012019,03-Jan-19,2019,17:42:47,17,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,NW9 8PG,NW9,202085389,20202279,E09000005,BRENT,Brent,E05000086,BARNHILL,BARNHILL,520145,187162,520150,187150,51.57054311,-0.267802244,London,Hendon,644,Wembley,,,1,1,1,1,333,1,03-01-2019 17:42
001342-03012019,03-Jan-19,2019,17:43:05,17,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,W13 8LU,W13,12084434,20600055,E09000009,EALING,Ealing,E05000173,EALING BROADWAY,EALING BROADWAY,517298,181200,517250,181250,51.51755677,-0.310838925,London,Ealing,250,Ealing,,,1,1,1,1,333,1,03-01-2019 17:43
001349-03012019,03-Jan-19,2019,17:59:17,17,Fire,Primary Fire,,Road Vehicle,Van ,In street outside gazetteer location,EN3 6BJ,EN3,207000744,20702280,E09000010,ENFIELD,Enfield,E05000199,ENFIELD LOCK,ENFIELD LOCK,536189,198869,536150,198850,51.67210216,-0.031883119,London,Enfield,326,Enfield,,,1,1,1,1,333,3,03-01-2019 17:59
001360-03012019,03-Jan-19,2019,18:24:47,18,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,SW12 8NQ,SW12,10024084185,22903508,E09000032,WANDSWORTH,Wandsworth,E05000618,NIGHTINGALE,NIGHTINGALE,527751,173777,527750,173750,51.44858335,-0.162952728,London,Tooting,369,Clapham,,,1,1,1,1,333,1,03-01-2019 18:24
001363-03012019,03-Jan-19,2019,18:28:56,18,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,E8 4QE,E8,1.00021E+11,20900836,E09000012,HACKNEY,Hackney,E05009375,HAGGERSTON,HAGGERSTON,533953,183969,533950,183950,51.53873844,-0.069892302,London,Shoreditch,304,Shoreditch,,,1,1,1,1,333,1,03-01-2019 18:28
001376-03012019,03-Jan-19,2019,19:16:36,19,Fire,Primary Fire,,Road Vehicle,Van ,In street outside gazetteer location,DA17 6AW,DA17,10011861227,20100377,E09000004,BEXLEY,Bexley,E05011218,BELVEDERE,BELVEDERE,550031,179204,550050,179250,51.49188291,0.159738946,London,Erith,365,Erith,,,1,1,1,1,333,6,03-01-2019 19:16
001384-03012019,03-Jan-19,2019,19:24:47,19,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,On land associated with building,N1 3BZ,N1,5300101198,21605476,E09000019,ISLINGTON,Islington,E05000380,ST. PETER'S,ST. PETER'S,532367,184071,532350,184050,51.54003047,-0.092711264,London,Islington,344,Shoreditch,,,1,1,1,1,333,1,03-01-2019 19:24
001386-03012019,03-Jan-19,2019,19:33:21,19,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,N22 6BA,N22,1.00023E+11,21104652,E09000014,HARINGEY,Haringey,E05000275,NOEL PARK,NOEL PARK,531084,190135,531050,190150,51.59482654,-0.108937742,London,Hornsey,501,Hornsey,,,1,1,1,1,333,2,03-01-2019 19:33
001390-03012019,03-Jan-19,2019,19:41:33,19,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,SE15 6QE,SE15,2.00003E+11,22500239,E09000028,SOUTHWARK,Southwark,E05011110,PECKHAM,PECKHAM,533508,177654,533550,177650,51.48209427,-0.078690016,London,Peckham,351,Peckham,,,1,1,1,1,333,1,03-01-2019 19:41
001393-03012019,03-Jan-19,2019,19:47:05,19,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,BR5,0,20301348,E09000006,BROMLEY,Bromley,E05000114,CRAY VALLEY EAST,CRAY VALLEY EAST,,,547350,168050,,,London,Orpington,309,Orpington,373,Orpington,1,2,2,3,999,1,03-01-2019 19:47
001400-03012019,03-Jan-19,2019,20:06:20,20,Fire,Secondary Fire,,Outdoor,Heathland ,On land associated with building,BR7 6BN,BR7,10003626574,20302154,E09000006,BROMLEY,Bromley,E05000111,CHISLEHURST,CHISLEHURST,544266,171532,544250,171550,51.42445082,0.073637944,London,Sidcup,420,Eltham,,,1,1,1,1,333,1,03-01-2019 20:06
001414-03012019,03-Jan-19,2019,20:37:54,20,Fire,Primary Fire,,Non Residential,Prison ,Correct incident location,SE28 0FG,SE28,10010227766,20801709,E09000011,GREENWICH,Greenwich,E05000228,THAMESMEAD MOORINGS,THAMESMEAD MOORINGS,545658,179674,545650,179650,51.4972485,0.096997,London,Plumstead,357,Plumstead,458,Plumstead,3,4,4,3,999,1,03-01-2019 20:37
001417-03012019,03-Jan-19,2019,20:45:07,20,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,E4 6JE,E4,1.00023E+11,22846250,E09000031,WALTHAM FOREST,Waltham Forest,E05000598,HATCH LANE,HATCH LANE,539527,193431,539550,193450,51.62241678,0.014188932,London,Chingford,341,Woodford,,,1,1,1,1,333,1,03-01-2019 20:45
001418-03012019,03-Jan-19,2019,20:49:21,20,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,E2,0,22700588,E09000030,TOWER HAMLETS,Tower Hamlets,E05009317,BETHNAL GREEN,BETHNAL GREEN,,,535250,182550,,,London,Bethnal Green,159,Bethnal Green,415,Whitechapel,2,2,2,4,1332,1,03-01-2019 20:49
001420-03012019,03-Jan-19,2019,20:51:33,20,Fire,Secondary Fire,,Outdoor,Loose refuse ,In street close to gazetteer location,E16 3JL,E16,10008990100,22208085,E09000025,NEWHAM,Newham,E05000479,CUSTOM HOUSE,CUSTOM HOUSE,541090,181486,541050,181450,51.51469359,0.031949299,London,Plaistow,232,Plaistow,,,1,1,1,1,333,1,03-01-2019 20:51
001426-03012019,03-Jan-19,2019,21:07:50,21,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,On land associated with building,E3 5SN,E3,6150858,22700582,E09000030,TOWER HAMLETS,Tower Hamlets,E05009320,BOW WEST,BOW WEST,536011,183173,536050,183150,51.53109507,-0.040546937,London,Bethnal Green,306,Poplar,,,1,1,1,1,333,1,03-01-2019 21:07
001427-03012019,03-Jan-19,2019,21:12:14,21,Fire,Primary Fire,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,N10,0,21100575,E09000014,HARINGEY,Haringey,E05000270,FORTIS GREEN,FORTIS GREEN,,,528550,189850,,,London,Hornsey,240,Hornsey,424,Finchley,2,2,2,4,1332,2,03-01-2019 21:12
001438-03012019,03-Jan-19,2019,21:24:53,21,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW1V,0,8401749,E09000033,WESTMINSTER,Westminster,E05000633,CHURCHILL,CHURCHILL,,,528750,178050,,,London,Chelsea,282,Chelsea,284,Lambeth,2,2,2,1,333,1,03-01-2019 21:24
001439-03012019,03-Jan-19,2019,21:31:17,21,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E16,0,22207669,E09000025,NEWHAM,Newham,E05000477,CANNING TOWN NORTH,CANNING TOWN NORTH,,,539450,182450,,,London,Plaistow,343,Poplar,380,Plaistow,2,2,2,1,333,1,03-01-2019 21:31
001458-03012019,03-Jan-19,2019,22:34:56,22,Fire,Primary Fire,,Road Vehicle,Car ,On land associated with building,DA15 7JA,DA15,1.0002E+11,20100918,E09000004,BEXLEY,Bexley,E05011227,LONGLANDS,LONGLANDS,546065,172435,546050,172450,51.43209775,0.099864548,London,Sidcup,187,Sidcup,304,Eltham,4,5,4,2,666,6,03-01-2019 22:34
001477-03012019,03-Jan-19,2019,23:49:55,23,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,On land associated with building,IG1 2XA,IG1,1.00022E+11,22302438,E09000026,REDBRIDGE,Redbridge,E05011240,CLEMENTSWOOD,CLEMENTSWOOD,544630,185605,544650,185650,51.55080543,0.084626801,London,Ilford,260,Ilford,263,Ilford,1,2,2,1,333,1,03-01-2019 23:49
001483-04012019,04-Jan-19,2019,00:06:41,0,Fire,Secondary Fire,,Outdoor,Road surface/pavement ,Open land/water - nearest gazetteer location,N16 0JH,N16,10008306743,20900370,E09000012,HACKNEY,Hackney,E05009369,CLISSOLD,CLISSOLD,532984,186555,532950,186550,51.56221363,-0.082876862,London,Stoke Newington,179,Stoke Newington,,,1,1,1,1,333,2,04-01-2019 00:06
001487-04012019,04-Jan-19,2019,00:11:00,0,Fire,Primary Fire,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,E15 4PR,E15,46094089,22201650,E09000025,NEWHAM,Newham,E05000492,STRATFORD AND NEW TOWN,STRATFORD AND NEW TOWN,539030,184344,539050,184350,51.5408803,0.0034077,London,Stratford,221,Stratford,361,Plaistow,2,2,2,3,999,1,04-01-2019 00:11
001488-04012019,04-Jan-19,2019,00:12:26,0,Fire,Primary Fire,,Non Residential,Underground car park,Correct incident location,SW19 4DR,SW19,48108192,22105679,E09000024,MERTON,Merton,E05000462,HILLSIDE,HILLSIDE,524708,170588,524750,170550,51.42059972,-0.207845624,London,Wimbledon,209,Wimbledon,363,New Malden,5,5,5,2,666,1,04-01-2019 00:12
001500-04012019,04-Jan-19,2019,01:34:30,1,Fire,Primary Fire,,Road Vehicle,Motorcycle ,In street outside gazetteer location,HA9 6HH,HA9,202038125,20201253,E09000005,BRENT,Brent,E05000102,TOKYNGTON,TOKYNGTON,518926,184637,518950,184650,51.54811127,-0.286227816,London,Wembley,532,Wembley,,,1,1,1,1,333,1,04-01-2019 01:34
001505-04012019,04-Jan-19,2019,02:14:53,2,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,W7 1QE,W7,12018201,20600438,E09000009,EALING,Ealing,E05000171,CLEVELAND,CLEVELAND,515838,181531,515850,181550,51.5208378,-0.331774183,London,Ealing,546,Southall,587,Ealing,2,2,2,1,333,3,04-01-2019 02:14
001507-04012019,04-Jan-19,2019,02:18:58,2,Fire,Secondary Fire,,Outdoor,Loose refuse ,In street close to gazetteer location,E13 9JE,E13,10034509764,22201210,E09000025,NEWHAM,Newham,E05000489,PLAISTOW NORTH,PLAISTOW NORTH,541062,183342,541050,183350,51.53137753,0.032299382,London,Plaistow,503,Plaistow,411,East Ham,2,2,2,1,333,3,04-01-2019 02:18
001509-04012019,04-Jan-19,2019,02:20:17,2,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,E14 8JH,E14,6711700,22701325,E09000030,TOWER HAMLETS,Tower Hamlets,E05009323,CANARY WHARF,CANARY WHARF,537117,179913,537150,179950,51.50153597,-0.025877119,London,Millwall,4,Millwall,,,1,1,1,1,333,1,04-01-2019 02:20
001513-04012019,04-Jan-19,2019,02:38:18,2,Fire,Primary Fire,,Non Residential,Factory ,Correct incident location,UB8 2RT,UB8,10003001038,21400687,E09000017,HILLINGDON,Hillingdon,E05000341,UXBRIDGE SOUTH,UXBRIDGE SOUTH,504635,183088,504650,183050,51.53701632,-0.492717466,London,Hillingdon,389,Hillingdon,408,Hillingdon,1,2,4,6,1998,1,04-01-2019 02:38
001514-04012019,04-Jan-19,2019,02:39:03,2,Fire,Primary Fire,,Outdoor Structure,Outdoor storage ,On land associated with building,TW7 7JT,TW7,1.00022E+11,21500337,E09000018,HOUNSLOW,Hounslow,E05000362,ISLEWORTH,ISLEWORTH,516070,174996,516050,174950,51.46204733,-0.330576283,London,Heston,303,Heston,,,1,2,2,5,1665,4,04-01-2019 02:39
001523-04012019,04-Jan-19,2019,03:35:22,3,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SM6,0,22602531,E09000029,SUTTON,Sutton,E05000570,WALLINGTON SOUTH,WALLINGTON SOUTH,,,528850,162850,,,London,Wallington,347,Wallington,434,Purley,2,2,2,2,666,1,04-01-2019 03:35
001528-04012019,04-Jan-19,2019,04:00:16,4,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SW6,0,21000589,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000260,PARSONS GREEN AND WALHAM,PARSONS GREEN AND WALHAM,,,525650,176950,,,London,Fulham,251,Fulham,255,Chelsea,2,2,2,1,333,2,04-01-2019 04:00
001533-04012019,04-Jan-19,2019,04:20:28,4,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,TN16 3XU,TN16,10070013415,20301407,E09000006,BROMLEY,Bromley,E05000107,BIGGIN HILL,BIGGIN HILL,541329,159193,541350,159150,51.31430603,0.026512984,London,Biggin Hill,315,Biggin Hill,,,1,1,1,1,333,2,04-01-2019 04:20
001541-04012019,04-Jan-19,2019,05:18:21,5,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,E1 4TD,E1,6703367,22700429,E09000030,TOWER HAMLETS,Tower Hamlets,E05009329,ST. DUNSTAN'S,ST. DUNSTAN'S,536032,181773,536050,181750,51.51851155,-0.040781883,London,Bethnal Green,329,Bethnal Green,,,1,1,1,2,666,8,04-01-2019 05:18
001575-04012019,04-Jan-19,2019,08:13:57,8,Fire,Primary Fire,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,RM3,0,21300107,E09000016,HAVERING,Havering,E05000310,GOOSHAYS,GOOSHAYS,,,554850,191750,,,London,Harold Hill,276,Harold Hill,530,Romford,2,2,2,1,333,2,04-01-2019 08:13
001608-04012019,04-Jan-19,2019,10:43:00,10,Fire,Primary Fire,,Other Residential,Retirement/Old Persons Home,Correct incident location,SE2 9TA,SE2,1.0002E+11,20100840,E09000004,BEXLEY,Bexley,E05011232,THAMESMEAD EAST,THAMESMEAD EAST,547664,179402,547650,179450,51.49428732,0.12575056,London,Erith,452,Plumstead,509,Bexley,2,2,2,1,333,1,04-01-2019 10:43
001618-04012019,04-Jan-19,2019,11:30:56,11,Fire,Primary Fire,,Non Residential,Other private non-residential building ,Correct incident location,,IG6,0,22304998,E09000026,REDBRIDGE,Redbridge,E05011234,ALDBOROUGH,ALDBOROUGH,,,545150,190650,,,London,Hainault,54,Ilford,,,1,2,2,4,1332,3,04-01-2019 11:30
001650-04012019,04-Jan-19,2019,13:01:56,13,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,RM10,0,19900555,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000038,RIVER,RIVER,,,549550,183550,,,London,Dagenham,553,Wennington,,,2,2,2,1,333,2,04-01-2019 13:01
001652-04012019,04-Jan-19,2019,13:06:39,13,Fire,Secondary Fire,,Outdoor Structure,Railings,Correct incident location,WC1H 0AP,WC1H,5067150,20400975,E09000007,CAMDEN,Camden,E05000129,BLOOMSBURY,BLOOMSBURY,529902,182215,529950,182250,51.5239206,-0.128924,London,Euston,369,Euston,,,1,1,1,1,333,2,04-01-2019 13:06
001659-04012019,04-Jan-19,2019,13:23:37,13,Fire,Primary Fire,,Road Vehicle,Motorcycle ,Open land/water - nearest gazetteer location,BR6 0WD,BR6,10013149683,20300916,E09000006,BROMLEY,Bromley,E05000115,CRAY VALLEY WEST,CRAY VALLEY WEST,545834,167218,545850,167250,51.38528444,0.094405009,London,Orpington,441,Orpington,,,1,1,1,1,333,2,04-01-2019 13:23
001662-04012019,04-Jan-19,2019,13:37:34,13,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SM2,0,22602404,E09000029,SUTTON,Sutton,E05000557,BELMONT,BELMONT,,,525750,162350,,,London,Sutton,321,Sutton,677,Wallington,3,3,3,2,666,1,04-01-2019 13:37
001667-04012019,04-Jan-19,2019,13:54:12,13,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,NW2,0,20200318,E09000005,BRENT,Brent,E05000095,MAPESBURY,MAPESBURY,,,524350,184950,,,London,West Hampstead,201,West Hampstead,331,Willesden,8,10,14,35,11655,8,04-01-2019 13:54
001691-04012019,04-Jan-19,2019,14:52:32,14,Fire,Secondary Fire,,Outdoor,Loose refuse ,On land associated with building,UB4 9LU,UB4,1.00021E+11,21401434,E09000017,HILLINGDON,Hillingdon,E05000344,YEADING,YEADING,511464,182158,511450,182150,51.52734636,-0.394594718,London,Southall,431,Southall,467,Northolt,2,2,2,1,333,2,04-01-2019 14:52
001699-04012019,04-Jan-19,2019,15:11:52,15,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,On land associated with building,W12 8LP,W12,34143846,21000835,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000263,SHEPHERD'S BUSH GREEN,SHEPHERD'S BUSH GREEN,523704,179908,523750,179950,51.50458304,-0.219026425,London,Hammersmith,387,North Kensington,,,1,1,1,1,333,1,04-01-2019 15:11
001708-04012019,04-Jan-19,2019,15:34:12,15,Fire,Primary Fire,,Non Residential,Pub/wine bar/bar ,Correct incident location,SW9 7DG,SW9,1.00024E+11,21900240,E09000022,LAMBETH,Lambeth,E05000420,COLDHARBOUR,COLDHARBOUR,531092,175551,531050,175550,51.463758,-0.114254,London,Brixton,115,Brixton,297,Clapham,2,3,3,2,666,1,04-01-2019 15:34
001732-04012019,04-Jan-19,2019,17:15:03,17,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,KT2,0,21800143,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05000409,NORBITON,NORBITON,,,518650,169550,,,London,Kingston,292,Kingston,404,New Malden,2,2,2,1,333,1,04-01-2019 17:15
001736-04012019,04-Jan-19,2019,17:27:49,17,Fire,Secondary Fire,,Outdoor Structure,Fence,On land associated with building,E3 3EG,E3,6155189,22700207,E09000030,TOWER HAMLETS,Tower Hamlets,E05009321,BROMLEY NORTH,BROMLEY NORTH,537943,182944,537950,182950,51.52857012,-0.01279352,London,Poplar,356,Stratford,,,1,1,1,1,333,8,04-01-2019 17:27
001747-04012019,04-Jan-19,2019,17:47:11,17,Fire,Secondary Fire,,Outdoor,Loose refuse ,In street remote from gazetteer location,TW1 2JQ,TW1,1.00022E+11,22403347,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000531,TWICKENHAM RIVERSIDE,TWICKENHAM RIVERSIDE,517701,173629,517750,173650,51.44942726,-0.307565991,London,Twickenham,723,Richmond,,,1,1,1,1,333,1,04-01-2019 17:47
001748-04012019,04-Jan-19,2019,17:54:11,17,Fire,Secondary Fire,,Outdoor Structure,Refuse/rubbish tip ,Open land/water - nearest gazetteer location,TW1 2NL,TW1,10002252028,22403771,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000531,TWICKENHAM RIVERSIDE,TWICKENHAM RIVERSIDE,517415,173447,517450,173450,51.44784751,-0.311740625,London,Twickenham,642,Twickenham,,,1,1,1,1,333,1,04-01-2019 17:54
001754-04012019,04-Jan-19,2019,18:06:00,18,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,HA8 7RA,HA8,1.00021E+11,21200873,E09000015,HARROW,Harrow,E05000286,CANONS,CANONS,518486,191738,518450,191750,51.61201849,-0.29018066,London,Stanmore,369,Stanmore,,,1,1,1,1,333,1,04-01-2019 18:06
001763-04012019,04-Jan-19,2019,18:39:46,18,Fire,Chimney Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SW11,0,22900105,E09000032,WANDSWORTH,Wandsworth,E05000623,SHAFTESBURY,SHAFTESBURY,,,527750,175450,,,London,Battersea,259,Battersea,,,1,1,2,4,1332,1,04-01-2019 18:39
001775-04012019,04-Jan-19,2019,19:09:09,19,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,SW19 5NB,SW19,48055415,22104983,E09000024,MERTON,Merton,E05000472,VILLAGE,VILLAGE,523459,171575,523450,171550,51.42974678,-0.225452079,London,Wimbledon,402,Wandsworth,,,1,1,1,1,333,1,04-01-2019 19:09
001776-04012019,04-Jan-19,2019,19:10:01,19,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SE14,0,22000384,E09000023,LEWISHAM,Lewisham,E05000453,TELEGRAPH HILL,TELEGRAPH HILL,,,535750,176350,,,London,New Cross,119,New Cross,,,1,1,2,1,333,2,04-01-2019 19:10
001786-04012019,04-Jan-19,2019,19:31:32,19,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W12,0,21000876,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000251,ASKEW,ASKEW,,,522350,179750,,,London,Hammersmith,320,Hammersmith,335,Hammersmith,1,2,2,2,666,1,04-01-2019 19:31
001794-04012019,04-Jan-19,2019,19:53:51,19,Fire,Secondary Fire,,Outdoor Structure,Refuse/rubbish tip ,Nearby address - no building in street,RM13 9EJ,RM13,10070704457,21320050,E09000016,HAVERING,Havering,E05000318,RAINHAM AND WENNINGTON,RAINHAM AND WENNINGTON,554787,184201,554750,184250,51.5354977,0.230382832,London,Wennington,482,Hornchurch,,,1,1,1,1,333,2,04-01-2019 19:53
001814-04012019,04-Jan-19,2019,20:51:35,20,Fire,Primary Fire,,Other Residential,Other Residential Home ,Correct incident location,SW17 9BJ,SW17,1.00023E+11,22901833,E09000032,WANDSWORTH,Wandsworth,E05000615,FURZEDOWN,FURZEDOWN,528691,171375,528650,171350,51.4267787,-0.1503146,London,Tooting,254,Tooting,278,Tooting,3,4,4,7,2331,4,04-01-2019 20:51
001819-04012019,04-Jan-19,2019,20:58:34,20,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,WC1A 1DB,WC1A,5162973,20401204,E09000007,CAMDEN,Camden,E05000138,HOLBORN AND COVENT GARDEN,HOLBORN AND COVENT GARDEN,529826,181374,529850,181350,51.51638462,-0.130325891,London,Soho,,,,,1,1,1,1,333,1,04-01-2019 20:58
